TimeStep,Context,qd_norm,tau_actual_norm,tau_planned_norm,p_norm,r_norm,residual_raw,residual_clipped,EWMA_Fast,EWMA_Slow,EWMA_Delta,Threshold,Attack_Flag
22115,0,2.99414,189.106,26.0711,1.40598,94.0873,94.0873,94.0873,58.7828,71.9156,13.1327,106.22,0
22116,0,3.62754,79.4832,26.0429,1.36847,39.9899,39.9899,39.9899,55.0243,71.8836,16.8594,106.22,0
22117,0,1.94954,111.594,26.0241,1.40035,49.508,49.508,49.508,53.921,71.8613,17.9403,106.22,0
22118,0,1.17882,147.54,25.9864,1.36113,60.4488,60.4488,60.4488,55.2266,71.8499,16.6233,106.22,0
22119,0,3.14778,79.112,25.9674,1.31632,56.9646,56.9646,56.9646,55.5742,71.835,16.2608,106.22,0
22120,0,2.95266,72.7597,25.939,1.50981,44.36,44.36,44.36,53.3313,71.8075,18.4762,106.22,0
22121,0,3.57392,120.932,25.8818,1.38564,59.5872,59.5872,59.5872,54.5825,71.7953,17.2128,106.22,0
22122,0,2.78222,196.782,25.8339,1.33489,81.9543,81.9543,81.9543,60.0569,71.8054,11.7486,106.22,0
22123,0,2.92044,97.6981,25.7857,1.45129,84.309,84.309,84.309,64.9073,71.8179,6.91064,106.22,0
22124,0,1.37955,175.36,25.7567,1.41448,123.239,123.239,100,71.9258,71.8461,0.0797206,106.22,0
22125,0,2.86929,112.616,25.7179,1.47447,36.6147,36.6147,36.6147,64.8636,71.8109,6.94728,106.22,0
22126,0,3.543,76.8522,25.6692,1.38299,38.268,38.268,38.268,59.5445,71.7773,12.2329,106.22,0
22127,0,1.67716,118.172,25.63,1.52716,51.7144,51.7144,51.7144,57.9785,71.7573,13.7788,106.22,0
22128,0,3.71554,186.056,25.5809,1.33347,87.1478,87.1478,87.1478,63.8123,71.7727,7.96035,106.22,0
22129,0,1.64838,216.434,25.5612,1.16297,140.056,140.056,100,71.0499,71.8009,0.751039,106.22,0
22130,0,2.23209,127.54,25.5117,1.77599,44.4952,44.4952,44.4952,65.7389,71.7736,6.03466,106.22,0
22131,0,2.60005,107.268,25.5018,1.68711,64.3098,64.3098,64.3098,65.4531,71.7661,6.31302,106.22,0
22132,0,2.02944,74.8249,25.462,1.42574,52.3764,52.3764,52.3764,62.8378,71.7467,8.90898,106.22,0
22133,0,2.48548,77.0817,25.4421,1.4193,51.3294,51.3294,51.3294,60.5361,71.7263,11.1902,106.22,0
22134,0,3.8118,172.421,25.4221,1.48114,79.662,79.662,79.662,64.3613,71.7343,7.373,106.22,0
22135,0,3.65673,108.761,25.382,1.42795,45.8308,45.8308,45.8308,60.6552,71.7084,11.0532,106.22,0
22136,0,3.54273,66.6779,25.3317,1.3286,37.2271,37.2271,37.2271,55.9695,71.6739,15.7043,106.22,0
22137,0,2.49979,190.539,25.2812,1.39487,107.843,107.843,100,64.7756,71.7022,6.92656,106.22,0
22138,0,2.5104,111.98,25.2406,1.42163,36.1337,36.1337,36.1337,59.0473,71.6666,12.6194,106.22,0
22139,0,2.99666,74.8441,25.2304,1.47903,45.6132,45.6132,45.6132,56.3604,71.6406,15.2801,106.22,0
22140,0,2.95348,62.6502,25.1385,1.48529,44.4512,44.4512,44.4512,53.9786,71.6134,17.6348,106.22,0
22141,0,3.44485,69.6477,25.0871,1.30573,40.3888,40.3888,40.3888,51.2606,71.5822,20.3215,106.22,0
22142,0,2.87399,78.639,25.0561,1.45694,44.9337,44.9337,44.9337,49.9952,71.5555,21.5603,106.22,0
22143,0,3.54642,124.849,25.0251,1.29922,53.1216,53.1216,53.1216,50.6205,71.5371,20.9166,106.22,0
22144,0,2.90492,103.414,24.994,1.4391,35.9457,35.9457,35.9457,47.6856,71.5015,23.8159,106.22,0
22145,0,3.96485,207.185,24.9524,1.42428,101.578,101.578,100,58.1485,71.53,13.3815,106.22,0
22146,0,3.22345,89.7163,24.921,1.43299,67.4882,67.4882,67.4882,60.0164,71.5259,11.5095,106.22,0
22147,0,3.65767,132.456,24.8582,1.54969,47.313,47.313,47.313,57.4757,71.5017,14.026,106.22,0
22148,0,1.39481,196.938,24.8266,1.41582,92.9031,92.9031,92.9031,64.5612,71.5231,6.96195,106.22,0
22149,0,1.90265,159.165,24.7844,1.52933,59.8037,59.8037,59.8037,63.6097,71.5114,7.90173,106.22,0
22150,0,3.86972,160.992,24.7421,1.37636,70.7607,70.7607,70.7607,65.0399,71.5107,6.47078,106.22,0
22151,0,3.60994,141.377,24.6783,1.47015,108.497,108.497,100,72.0319,71.5392,0.492755,106.22,0
22152,0,2.70343,102.769,24.6249,1.31654,36.5468,36.5468,36.5468,64.9349,71.5042,6.56928,106.22,0
22153,0,3.29337,184.832,24.5606,1.22864,92.3655,92.3655,92.3655,70.421,71.525,1.10402,106.22,0
22154,0,3.58951,109.889,24.5175,1.51644,37.1476,37.1476,37.1476,63.7663,71.4906,7.72433,106.22,0
22155,0,3.50871,96.997,24.4417,1.37457,60.1355,60.1355,60.1355,63.0402,71.4793,8.43914,106.22,0
22156,0,2.67051,126.773,24.3874,1.48087,55.2618,55.2618,55.2618,61.4845,71.4631,9.97859,106.22,0
22157,0,3.45279,77.1085,24.3546,1.30256,38.897,38.897,38.897,56.967,71.4305,14.4635,106.22,0
22158,0,3.07641,93.3774,24.3218,1.4466,53.5281,53.5281,53.5281,56.2792,71.4126,15.1334,106.22,0
22159,0,2.17621,80.9783,24.289,1.36004,53.7644,53.7644,53.7644,55.7763,71.395,15.6187,106.22,0
22160,0,3.64877,111.475,24.267,1.33694,45.1066,45.1066,45.1066,53.6423,71.3687,17.7263,106.22,0
22161,0,3.92278,87.546,24.245,1.37202,50.3955,50.3955,50.3955,52.993,71.3477,18.3547,106.22,0
22162,0,4.38751,199.652,24.1898,1.30145,86.712,86.712,86.712,59.7368,71.3631,11.6263,106.22,0
22163,0,3.6428,116.822,24.1455,1.5352,43.2069,43.2069,43.2069,56.4308,71.3349,14.9041,106.22,0
22164,0,3.72436,148.085,24.1011,1.6047,74.3508,74.3508,74.3508,60.0148,71.3379,11.3231,106.22,0
22165,0,3.61279,102.314,24.09,1.34705,45.1737,45.1737,45.1737,57.0466,71.3118,14.2652,106.22,0
22166,0,3.60667,98.9981,24.0342,1.511,55.3115,55.3115,55.3115,56.6996,71.2958,14.5962,106.22,0
22167,0,2.97499,110.868,23.9782,1.39535,72.2124,72.2124,72.2124,59.8021,71.2967,11.4945,106.22,0
22168,0,3.49103,72.6394,23.9108,1.25833,35.3704,35.3704,35.3704,54.9158,71.2607,16.345,106.22,0
22169,0,3.60512,60.5564,23.8543,1.49568,36.9761,36.9761,36.9761,51.3278,71.2265,19.8986,106.22,0
22170,0,3.11884,155.747,23.809,1.278,77.8825,77.8825,77.8825,56.6388,71.2331,14.5943,106.22,0
22171,0,3.18324,86.6246,23.7408,1.59175,63.5246,63.5246,63.5246,58.0159,71.2254,13.2095,106.22,0
22172,0,3.58115,116.15,23.6837,1.29788,54.6736,54.6736,54.6736,57.3475,71.2089,13.8614,106.22,0
22173,0,3.82175,63.9275,23.6608,1.57081,42.1652,42.1652,42.1652,54.311,71.1798,16.8688,106.22,0
22174,0,3.49966,98.46,23.6034,1.39903,62.5332,62.5332,62.5332,55.9554,71.1712,15.2157,106.22,0
22175,0,3.59121,143.472,23.5574,1.50464,68.6994,68.6994,68.6994,58.5042,71.1687,12.6645,106.22,0
22176,0,3.57437,191.101,23.5458,1.3489,109.577,109.577,100,66.8034,71.1975,4.39414,106.22,0
22177,0,2.00011,141.208,23.4996,1.53301,46.3827,46.3827,46.3827,62.7192,71.1727,8.45346,106.22,0
22178,0,3.74607,190.722,23.4532,1.41551,107.465,107.465,100,70.1754,71.2015,1.02614,106.22,0
22179,0,3.51036,105.042,23.4184,1.44164,36.7314,36.7314,36.7314,63.4866,71.1671,7.68047,106.22,0
22180,0,3.66227,70.8241,23.3834,1.54024,43.8661,43.8661,43.8661,59.5625,71.1398,11.5773,106.22,0
22181,0,3.74856,202.458,23.3484,1.37095,112.121,112.121,100,67.65,71.1686,3.51862,106.22,0
22182,0,1.77761,121.753,23.3016,1.51196,41.0028,41.0028,41.0028,62.3206,71.1385,8.8179,106.22,0
22183,0,2.35125,168.123,23.243,1.3332,84.562,84.562,84.562,66.7689,71.1519,4.38303,106.22,0
22184,0,3.64031,76.1563,23.1723,1.48323,67.4716,67.4716,67.4716,66.9094,71.1482,4.2388,106.22,0
22185,0,3.45291,73.9717,23.125,1.29821,42.9766,42.9766,42.9766,62.1228,71.12,8.9972,106.22,0
22186,0,3.16769,132.756,23.0776,1.43345,61.2625,61.2625,61.2625,61.9508,71.1102,9.15941,106.22,0
22187,0,4.30598,139.595,22.9943,1.41234,84.345,84.345,84.345,66.4296,71.1234,4.6938,106.22,0
22188,0,3.62197,123.536,22.9466,1.48121,52.5195,52.5195,52.5195,63.6476,71.1048,7.45721,106.22,0
22189,0,3.52277,108.442,22.9107,1.42736,52.2224,52.2224,52.2224,61.3626,71.0859,9.72336,106.22,0
22190,0,3.74013,184.914,22.8627,1.50031,87.7954,87.7954,87.7954,66.6491,71.1026,4.4535,106.22,0
22191,0,3.20217,96.1376,22.8266,1.37741,36.5575,36.5575,36.5575,60.6308,71.0681,10.4373,106.22,0
22192,0,3.57081,76.0782,22.7905,1.52545,43.5116,43.5116,43.5116,57.207,71.0405,13.8336,106.22,0
22193,0,2.9982,142.918,22.7422,1.37193,69.5815,69.5815,69.5815,59.6819,71.0391,11.3572,106.22,0
22194,0,1.80046,115.522,22.718,1.44491,44.6436,44.6436,44.6436,56.6742,71.0127,14.3385,106.22,0
22195,0,3.83654,70.0353,22.6816,1.46509,41.6241,41.6241,41.6241,53.6642,70.9833,17.3191,106.22,0
22196,0,3.57073,76.1112,22.6209,1.30756,51.2308,51.2308,51.2308,53.1775,70.9635,17.786,106.22,0
22197,0,2.88182,194.7,22.5721,1.40305,91.0923,91.0923,91.0923,60.7605,70.9837,10.2232,106.22,0
22198,0,3.08532,62.2237,22.4988,1.57308,59.796,59.796,59.796,60.5676,70.9725,10.4049,106.22,0
22199,0,2.84662,122.067,22.4252,1.37868,61.547,61.547,61.547,60.7635,70.9631,10.1996,106.22,0
22200,0,3.63336,191.446,22.376,1.51365,93.2683,93.2683,93.2683,67.2644,70.9854,3.72092,106.22,0
22201,0,3.50433,106.128,22.339,1.40193,39.0162,39.0162,39.0162,61.6148,70.9534,9.3386,106.22,0
22202,0,3.01563,196.484,22.2771,1.31905,94.8446,94.8446,94.8446,68.2608,70.9773,2.71652,106.22,0
22203,0,2.71882,86.2741,22.2275,1.55612,51.6558,51.6558,51.6558,64.9398,70.958,6.01819,106.22,0
22204,0,4.12436,177.15,22.1903,1.31373,112.069,112.069,100,71.9518,70.987,0.964818,106.22,0
22205,0,3.4876,107.78,22.128,1.37358,74.1908,74.1908,74.1908,72.3996,70.9902,1.4094,106.22,0
22206,0,2.47558,157.758,22.0906,1.66431,60.1888,60.1888,60.1888,69.9575,70.9794,1.02195,106.22,0
22207,0,2.80829,190.166,22.0405,1.25888,95.4643,95.4643,95.4643,75.0588,71.0039,4.05495,106.22,0
22208,0,3.46411,108.379,22.0155,1.16528,70.2669,70.2669,70.2669,74.1004,71.0031,3.09729,106.22,0
22209,0,3.17708,88.3572,21.9778,1.55919,30.497,30.497,30.497,65.3798,70.9626,5.58288,106.22,0
22210,0,1.82292,205.135,21.9275,1.46708,94.4711,94.4711,94.4711,71.198,70.9862,0.211882,106.22,0
22211,0,3.48645,73.4366,21.9149,1.39931,69.1027,69.1027,69.1027,70.779,70.9843,0.205296,106.22,0
22212,0,3.62035,89.118,21.8645,1.50427,62.0074,62.0074,62.0074,69.0247,70.9753,1.95063,106.22,0
22213,0,2.01792,59.8909,21.7886,1.42334,36.6259,36.6259,36.6259,62.5449,70.9409,8.39604,106.22,0
22214,0,3.60037,73.9117,21.7124,1.42764,43.8544,43.8544,43.8544,58.8068,70.9139,12.107,106.22,0
22215,0,1.78048,150.975,21.6488,1.34887,67.9255,67.9255,67.9255,60.6305,70.9109,10.2803,106.22,0
22216,0,2.21506,94.9277,21.5977,1.33181,38.7482,38.7482,38.7482,56.2541,70.8787,14.6246,106.22,0
22217,0,3.45698,112.484,21.5338,1.34494,51.7452,51.7452,51.7452,55.3523,70.8596,15.5073,106.22,0
22218,0,2.7094,79.731,21.4825,1.48441,43.1897,43.1897,43.1897,52.9198,70.8319,17.9121,106.22,0
22219,0,3.47228,97.0591,21.4311,1.34635,49.7397,49.7397,49.7397,52.2838,70.8108,18.527,106.22,0
22220,0,1.32653,108.027,21.3925,1.41008,43.5423,43.5423,43.5423,50.5355,70.7835,20.2481,106.22,0
22221,0,3.219,122.755,21.3667,1.31601,53.5032,53.5032,53.5032,51.129,70.7663,19.6372,106.22,0
22222,0,3.62492,103.78,21.2891,1.49432,43.3006,43.3006,43.3006,49.5633,70.7388,21.1755,106.22,0
22223,0,3.66608,131.66,21.2762,1.49169,71.2515,71.2515,71.2515,53.901,70.7393,16.8383,106.22,0
22224,0,3.2745,216.545,21.2114,1.2233,87.4104,87.4104,87.4104,60.6029,70.756,10.1531,106.22,0
22225,0,3.58688,148.271,21.1594,1.37835,70.7655,70.7655,70.7655,62.6354,70.756,8.12061,106.22,0
22226,0,3.75496,111.386,21.1204,1.72409,58.7164,58.7164,58.7164,61.8516,70.7439,8.89237,106.22,0
22227,0,1.55993,79.2734,21.0551,1.35971,42.3838,42.3838,42.3838,57.958,70.7156,12.7576,106.22,0
22228,0,3.63004,107.32,20.9636,1.35944,67.9456,67.9456,67.9456,59.9555,70.7128,10.7573,106.22,0
22229,0,3.45361,177.1,20.8848,1.33486,63.4321,63.4321,63.4321,60.6508,70.7055,10.0547,106.22,0
22230,0,2.88136,120.766,20.8453,1.50184,45.3816,45.3816,45.3816,57.597,70.6802,13.0832,106.22,0
22231,0,2.90225,195.324,20.7926,1.25536,92.5314,92.5314,92.5314,64.5839,70.7021,6.11819,106.22,0
22232,0,3.20678,89.8123,20.7398,1.62235,42.9377,42.9377,42.9377,60.2546,70.6743,10.4197,106.22,0
22233,0,1.75153,208.088,20.6604,1.35881,107.868,107.868,100,68.2037,70.7036,2.49991,106.22,0
22234,0,4.23555,124.826,20.6074,1.62072,48.353,48.353,48.353,64.2336,70.6813,6.4477,106.22,0
22235,0,3.519,181.205,20.5542,1.62623,104.31,104.31,100,71.3869,70.7106,0.676264,106.22,0
22236,0,3.62497,119.256,20.5143,1.4225,50.915,50.915,50.915,67.2925,70.6908,3.39831,106.22,0
22237,0,3.05199,135.879,20.4877,1.51357,78.7688,78.7688,78.7688,69.5877,70.6989,1.11113,106.22,0
22238,0,2.08308,226.626,20.4343,1.14476,89.9762,89.9762,89.9762,73.6654,70.7182,2.94729,106.22,0
22239,0,2.29578,113.803,20.3808,1.5908,40.8234,40.8234,40.8234,67.097,70.6883,3.59122,106.22,0
22240,0,3.69648,127.663,20.3406,1.59606,69.6478,69.6478,69.6478,67.6072,70.6872,3.08002,106.22,0
22241,0,3.64944,92.4302,20.287,1.1657,52.9905,52.9905,52.9905,64.6839,70.6695,5.98566,106.22,0
22242,0,3.22443,118.005,20.2333,1.44092,63.5208,63.5208,63.5208,64.4512,70.6624,6.21113,106.22,0
22243,0,1.32156,118.073,20.166,1.43842,47.5179,47.5179,47.5179,61.0646,70.6392,9.57464,106.22,0
22244,0,4.00814,230.024,20.1121,1.33016,112.313,112.313,100,68.8517,70.6686,1.81692,106.22,0
22245,0,2.83021,146.848,20.058,1.60043,51.598,51.598,51.598,65.4009,70.6495,5.24859,106.22,0
22246,0,3.99495,173.058,20.0175,1.32129,93.4969,93.4969,93.4969,71.0201,70.6724,0.347749,106.22,0
22247,0,3.33824,118.147,19.9497,1.50183,52.3512,52.3512,52.3512,67.2863,70.654,3.36772,106.22,0
22248,0,2.35014,192.491,19.909,1.33246,101.058,101.058,100,73.8291,70.6834,3.14567,106.22,0
22249,0,2.6982,106.825,19.8138,1.42949,41.518,41.518,41.518,67.3669,70.6542,3.28738,106.22,0
22250,0,3.6869,74.6923,19.773,1.60418,48.7337,48.7337,48.7337,63.6402,70.6323,6.99209,106.22,0
22251,0,3.41305,61.9457,19.7184,1.28161,37.2948,37.2948,37.2948,58.3711,70.599,12.2278,106.22,0
22252,0,3.33631,113.92,19.6637,1.49322,70.0888,70.0888,70.0888,60.7147,70.5985,9.88379,106.22,0
22253,0,3.5459,84.795,19.6227,1.41752,60.4666,60.4666,60.4666,60.665,70.5883,9.92328,106.22,0
22254,0,3.5305,68.7134,19.5679,1.56518,56.6303,56.6303,56.6303,59.8581,70.5744,10.7163,106.22,0
22255,0,2.85765,189.861,19.5404,1.50266,116.605,116.605,100,67.8865,70.6038,2.71731,106.22,0
22256,0,3.57804,94.7283,19.4993,1.42629,36.7303,36.7303,36.7303,61.6552,70.5699,8.91468,106.22,0
22257,0,2.84526,62.7072,19.458,1.5092,43.4345,43.4345,43.4345,58.0111,70.5428,12.5317,106.22,0
22258,0,3.42969,83.4065,19.4168,1.2931,48.9277,48.9277,48.9277,56.1944,70.5212,14.3268,106.22,0
22259,0,3.76987,123.845,19.3479,1.50072,89.0001,89.0001,89.0001,62.7555,70.5396,7.78411,106.22,0
22260,0,1.50796,123.951,19.2788,1.50649,50.9778,50.9778,50.9778,60.4,70.5201,10.1201,106.22,0
22261,0,3.35326,210.583,19.1959,1.2293,96.5114,96.5114,96.5114,67.6223,70.5461,2.9238,106.22,0
22262,0,2.65563,46.8967,19.1543,1.47232,60.9738,60.9738,60.9738,66.2926,70.5365,4.24393,106.22,0
22263,0,1.17185,105.764,19.085,1.44082,40.1355,40.1355,40.1355,61.0612,70.5061,9.44495,106.22,0
22264,0,3.47203,67.8903,19.0016,1.36399,31.3744,31.3744,31.3744,55.1238,70.467,15.3432,106.22,0
22265,0,2.77286,60.6021,18.946,1.52998,38.2326,38.2326,38.2326,51.7456,70.4347,18.6892,106.22,0
22266,0,3.4608,58.1855,18.9042,1.35015,35.3622,35.3622,35.3622,48.4689,70.3997,21.9308,106.22,0
22267,0,1.75115,116.883,18.8623,1.5139,56.2549,56.2549,56.2549,50.0261,70.3855,20.3594,106.22,0
22268,0,1.7235,126.866,18.8344,1.45171,55.3776,55.3776,55.3776,51.0964,70.3705,19.2741,106.22,0
22269,0,3.42626,81.5207,18.7925,1.31885,56.1476,56.1476,56.1476,52.1066,70.3563,18.2497,106.22,0
22270,0,3.46577,88.0843,18.7646,1.36322,35.6834,35.6834,35.6834,48.822,70.3216,21.4996,106.22,0
22271,0,3.73746,113.54,18.7226,1.47841,58.2865,58.2865,58.2865,50.7149,70.3096,19.5947,106.22,0
22272,0,3.41004,209.485,18.6526,1.26897,74.2594,74.2594,74.2594,55.4238,70.3135,14.8897,106.22,0
22273,0,3.63393,90.1928,18.6105,1.46352,31.2801,31.2801,31.2801,50.595,70.2745,19.6795,106.22,0
22274,0,3.62108,126.098,18.5544,1.53981,74.0572,74.0572,74.0572,55.2875,70.2783,14.9908,106.22,0
22275,0,3.28644,108.451,18.4841,1.43959,48.7925,48.7925,48.7925,53.9885,70.2568,16.2683,106.22,0
22276,0,3.41477,189.26,18.4138,1.28574,85.3137,85.3137,85.3137,60.2535,70.2719,10.0183,106.22,0
22277,0,3.7286,62.4948,18.3434,1.46079,72.5456,72.5456,72.5456,62.7119,70.2741,7.56221,106.22,0
22278,0,3.13202,140.591,18.2869,1.2537,89.4229,89.4229,89.4229,68.0541,70.2933,2.23917,106.22,0
22279,0,2.79344,91.4631,18.2305,1.60313,50.2092,50.2092,50.2092,64.4851,70.2732,5.78806,106.22,0
22280,0,3.39558,104.498,18.1456,1.43833,56.5025,56.5025,56.5025,62.8886,70.2594,7.37082,106.22,0
22281,0,3.65576,136.816,18.089,1.53164,67.7824,67.7824,67.7824,63.8674,70.2569,6.38959,106.22,0
22282,0,2.80461,173.734,18.0607,1.32079,106.774,106.774,100,71.0939,70.2867,0.807197,106.22,0
22283,0,2.17743,103.537,18.0465,1.55118,32.8221,32.8221,32.8221,63.4395,70.2492,6.80969,106.22,0
22284,0,2.75475,86.9346,17.9756,1.56243,51.4733,51.4733,51.4733,61.0463,70.2304,9.18415,106.22,0
22285,0,3.43255,186.257,17.9189,1.17071,93.4696,93.4696,93.4696,67.5309,70.2537,2.72274,106.22,0
22286,0,1.20889,90.8376,17.8763,1.4184,40.011,40.011,40.011,62.027,70.2234,8.19649,106.22,0
22287,0,3.04725,153.021,17.8194,1.62841,86.8845,86.8845,86.8845,66.9985,70.2401,3.24164,106.22,0
22288,0,3.46849,56.1752,17.7767,1.35035,42.914,42.914,42.914,62.1816,70.2128,8.0312,106.22,0
22289,0,2.22297,115.992,17.7483,1.41436,55.1211,55.1211,55.1211,60.7695,70.1977,9.4282,106.22,0
22290,0,1.41402,106.731,17.6486,1.39583,76.5768,76.5768,76.5768,63.9309,70.2041,6.27312,106.22,0
22291,0,3.53152,92.4633,17.5773,1.37206,31.9134,31.9134,31.9134,57.5274,70.1658,12.6383,106.22,0
22292,0,1.17228,165.449,17.4916,1.38842,91.4265,91.4265,91.4265,64.3072,70.187,5.8798,106.22,0
22293,0,3.46912,71.1965,17.4631,1.28879,54.195,54.195,54.195,62.2848,70.171,7.88625,106.22,0
22294,0,3.69881,123.992,17.4059,1.56521,87.2634,87.2634,87.2634,67.2805,70.1881,2.90763,106.22,0
22295,0,3.05378,120.659,17.3344,1.45216,48.0986,48.0986,48.0986,63.4441,70.166,6.72191,106.22,0
22296,0,2.74027,200.051,17.2629,1.4486,102.336,102.336,100,70.7553,70.1959,0.559431,106.22,0
22297,0,3.5106,51.9909,17.2199,1.3723,39.6933,39.6933,39.6933,64.5429,70.1654,5.62247,106.22,0
22298,0,2.62173,69.3614,17.1913,1.5225,30.5077,30.5077,30.5077,57.7359,70.1257,12.3899,106.22,0
22299,0,3.43779,64.2679,17.1196,1.33093,36.7273,36.7273,36.7273,53.5341,70.0923,16.5582,106.22,0
22300,0,3.0323,107.12,17.0622,1.50919,47.9754,47.9754,47.9754,52.4224,70.0702,17.6478,106.22,0
22301,0,3.58187,172.394,17.0049,1.43117,62.0959,62.0959,62.0959,54.3571,70.0622,15.7051,106.22,0
22302,0,2.65397,122.498,16.9474,1.59809,43.1591,43.1591,43.1591,52.1175,70.0353,17.9178,106.22,0
22303,0,1.35993,123.776,16.9044,1.47967,63.1321,63.1321,63.1321,54.3204,70.0284,15.708,106.22,0
22304,0,3.0594,92.9665,16.8469,1.35634,42.307,42.307,42.307,51.9177,70.0007,18.083,106.22,0
22305,0,1.45089,166.562,16.8038,1.39178,80.7198,80.7198,80.7198,57.6782,70.0114,12.3333,106.22,0
22306,0,1.57916,179.582,16.7176,1.63909,76.3428,76.3428,76.3428,61.4111,70.0178,8.60666,106.22,0
22307,0,2.60309,66.6202,16.6313,1.37404,40.2591,40.2591,40.2591,57.1807,69.988,12.8073,106.22,0
22308,0,2.83161,103.088,16.5881,1.44904,56.2641,56.2641,56.2641,56.9974,69.9743,12.9769,106.22,0
22309,0,3.07673,89.4825,16.5018,1.36623,72.3834,72.3834,72.3834,60.0746,69.9767,9.90211,106.22,0
22310,0,3.6664,114.165,16.4442,1.55395,48.7753,48.7753,48.7753,57.8147,69.9555,12.1408,106.22,0
22311,0,3.49525,192.266,16.4154,1.36376,92.424,92.424,92.424,64.7366,69.9779,5.24137,106.22,0
22312,0,2.89559,177.467,16.3435,1.60942,66.8516,66.8516,66.8516,65.1596,69.9748,4.81524,106.22,0
22313,0,2.66688,156.371,16.3291,1.55572,102.507,102.507,100,72.1277,70.0048,2.12282,106.22,0
22314,0,3.55803,96.8124,16.2571,1.285,65.6275,65.6275,65.6275,70.8276,70.0005,0.827163,106.22,0
22315,0,2.797,121.327,16.2283,1.37633,83.9681,83.9681,83.9681,73.4557,70.0144,3.4413,106.22,0
22316,0,1.67763,126.69,16.1851,1.26506,50.2446,50.2446,50.2446,68.8135,69.9947,1.18116,106.22,0
22317,0,1.58567,105.186,16.1274,1.38306,48.2759,48.2759,48.2759,64.706,69.9729,5.26697,106.22,0
22318,0,1.21369,179.219,16.0698,1.37018,80.2449,80.2449,80.2449,67.8138,69.9832,2.16947,106.22,0
22319,0,3.595,96.0228,15.9978,1.45581,88.5693,88.5693,88.5693,71.9649,70.0018,1.96306,106.22,0
22320,0,3.31176,127.197,15.9258,1.45076,51.8495,51.8495,51.8495,67.9418,69.9837,2.04186,106.22,0
22321,0,2.85158,175.488,15.8394,1.21555,83.7635,83.7635,83.7635,71.1061,69.9974,1.10869,106.22,0
22322,0,3.99962,119.47,15.7963,1.45809,40.9563,40.9563,40.9563,65.0761,69.9684,4.89224,106.22,0
22323,0,3.20169,202.223,15.7243,1.17582,100.623,100.623,100,72.0609,69.9984,2.0625,106.22,0
22324,0,2.08531,160.657,15.6811,1.5636,55.0223,55.0223,55.0223,68.6532,69.9834,1.33024,106.22,0
22325,0,1.62219,195.804,15.6092,1.2375,95.3648,95.3648,95.3648,73.9955,70.0088,3.98669,106.22,0
22326,0,3.67466,107.358,15.5804,1.49186,45.4383,45.4383,45.4383,68.2841,69.9843,1.70017,106.22,0
22327,0,3.08048,158.922,15.5085,1.57922,78.0132,78.0132,78.0132,70.2299,69.9923,0.237622,106.22,0
22328,0,3.75457,176.964,15.4079,1.35816,74.5437,74.5437,74.5437,71.0927,69.9968,1.09583,106.22,0
22329,0,3.50125,205.182,15.3792,1.19969,125.045,125.045,100,76.8741,70.0268,6.84729,106.22,0
22330,0,3.67777,198.037,15.3074,1.26304,69.3184,69.3184,69.3184,75.363,70.0261,5.33685,106.22,0
22331,0,2.85218,224.511,15.25,1.10694,116.333,116.333,100,80.2904,70.0561,10.2343,106.22,0
22332,0,2.62403,196.046,15.1926,1.35861,85.4482,85.4482,85.4482,81.322,70.0715,11.2505,106.22,0
22333,0,1.55481,199.682,15.1496,1.08135,98.3704,98.3704,98.3704,84.7316,70.0998,14.6318,106.22,0
22334,0,2.22801,78.8556,15.0923,1.27075,47.0961,47.0961,47.0961,77.2045,70.0768,7.12773,106.22,0
22335,0,1.42004,136.002,15.035,1.12231,85.2914,85.2914,85.2914,78.8219,70.092,8.72989,106.22,0
22336,0,2.70722,60.9663,14.9635,1.32076,52.4679,52.4679,52.4679,73.5511,70.0744,3.47672,106.22,0
22337,0,3.27959,121.841,14.892,1.1755,70.4855,70.4855,70.4855,72.938,70.0748,2.86319,106.22,0
22338,0,3.16198,139.763,14.8492,1.3188,91.49,91.49,91.49,76.6484,70.0962,6.55218,106.22,0
22339,0,2.41584,181.544,14.7636,1.3742,139.637,139.637,100,81.3187,70.1261,11.1926,106.22,0
22340,0,3.22954,222.138,14.6923,1.18027,74.2127,74.2127,74.2127,79.8975,70.1302,9.76731,106.22,0
22341,0,1.98196,191.167,14.6353,1.40424,85.2702,85.2702,85.2702,80.9721,70.1453,10.8267,106.22,0
22342,0,2.63822,208.364,14.5784,1.27861,93.928,93.928,93.928,83.5632,70.1691,13.3941,106.22,0
22343,0,3.57569,107.295,14.5358,1.275,57.4015,57.4015,57.4015,78.3309,70.1564,8.17453,106.22,0
22344,0,3.01262,130.835,14.5074,1.41247,75.7043,75.7043,75.7043,77.8056,70.1619,7.64366,106.22,0
22345,0,2.1803,178.146,14.4506,1.11821,123.229,123.229,100,82.2444,70.1917,12.0527,106.22,0
22346,0,3.88849,123.995,14.4364,1.36569,42.8454,42.8454,42.8454,74.3646,70.1644,4.20025,106.22,0
22347,0,3.66365,133.708,14.3797,1.44285,76.5729,76.5729,76.5729,74.8063,70.1708,4.6355,106.22,0
22348,0,3.47315,101.045,14.3373,1.24413,57.1303,57.1303,57.1303,71.2711,70.1578,1.11334,106.22,0
22349,0,2.97351,95.8341,14.309,1.49424,61.8646,61.8646,61.8646,69.3898,70.1495,0.759673,106.22,0
