TimeStep,Context,qd_norm,tau_actual_norm,tau_planned_norm,p_norm,r_norm,residual_raw,residual_clipped,EWMA_Fast,EWMA_Slow,EWMA_Delta,Threshold,Attack_Flag
5711,0,3.81892,95.0431,30.2565,0.202947,49.4803,49.4803,49.4803,65.392,81.7066,16.3146,106.22,0
5712,0,2.51393,100.66,30.2565,0.105333,47.9247,47.9247,47.9247,61.8985,81.6728,19.7743,106.22,0
5713,0,2.8736,89.0811,30.2565,0.322838,74.9313,74.9313,74.9313,64.5051,81.666,17.161,106.22,0
5714,0,4.0485,125.145,30.2565,0.0911681,92.6611,92.6611,92.6611,70.1363,81.677,11.5407,106.22,0
5715,0,2.91779,127.521,30.2565,0.233471,106.879,106.879,100,76.109,81.6954,5.58633,106.22,0
5716,0,3.12164,143.727,30.2565,0.188385,92.0499,92.0499,92.0499,79.2972,81.7057,2.40851,106.22,0
5717,0,3.02391,82.7588,30.2565,0.174459,75.2577,75.2577,75.2577,78.4893,81.6993,3.20996,106.22,0
5718,0,3.32725,110.71,30.2565,0.125228,41.826,41.826,41.826,71.1566,81.6594,10.5027,106.22,0
5719,0,2.68995,153.654,30.2565,0.158143,74.527,74.527,74.527,71.8307,81.6523,9.82154,106.22,0
5720,0,3.41131,64.3877,30.2565,0.149243,51.4774,51.4774,51.4774,67.7601,81.6221,13.862,106.22,0
5721,0,3.33731,128.715,30.2565,0.129083,75.3722,75.3722,75.3722,69.2825,81.6158,12.3333,106.22,0
5722,0,4.06446,114.69,30.2565,0.149015,39.4617,39.4617,39.4617,63.3183,81.5737,18.2553,106.22,0
5723,0,2.29928,76.3267,30.2565,0.156435,57.8111,57.8111,57.8111,62.2169,81.5499,19.333,106.22,0
5724,0,2.38331,123.458,30.2565,0.347497,53.5215,53.5215,53.5215,60.4778,81.5219,21.0441,106.22,0
5725,0,3.74778,139.889,30.2565,0.300636,60.9069,60.9069,60.9069,60.5636,81.5013,20.9376,106.22,0
5726,0,2.78767,80.4786,30.2565,0.311429,31.3941,31.3941,31.3941,54.7297,81.4512,26.7215,106.22,0
5727,0,4.02869,156.589,30.2565,0.321876,88.9872,88.9872,88.9872,61.5812,81.4587,19.8775,106.22,0
5728,0,2.1994,93.9092,30.2565,0.187536,43.1476,43.1476,43.1476,57.8945,81.4204,23.5259,106.22,0
5729,0,3.49327,130.984,30.2565,0.163024,79.786,79.786,79.786,62.2728,81.4188,19.146,106.22,0
5730,0,2.82694,76.2251,30.2565,0.14417,26.6412,26.6412,26.6412,55.1465,81.364,26.2175,106.22,0
5731,0,2.46739,148.229,30.2565,0.162979,78.6173,78.6173,78.6173,59.8406,81.3612,21.5206,106.22,0
5732,0,1.92204,106.51,30.2565,0.227496,44.7824,44.7824,44.7824,56.829,81.3247,24.4957,106.22,0
5733,0,3.93084,143.52,30.2565,0.235306,62.3591,62.3591,62.3591,57.935,81.3057,23.3707,106.22,0
5734,0,3.3502,121.825,30.2565,0.15195,96.2584,96.2584,96.2584,65.5997,81.3206,15.721,106.22,0
5735,0,3.54299,36.9852,30.2565,0.088312,62.731,62.731,62.731,65.0259,81.3021,16.2761,106.22,0
5736,0,3.30044,116.722,30.2565,0.141564,87.4486,87.4486,87.4486,69.5105,81.3082,11.7977,106.22,0
5737,0,2.03513,32.4579,30.2565,0.0635852,56.3671,56.3671,56.3671,66.8818,81.2833,14.4015,106.22,0
5738,0,3.48497,132.883,30.2565,0.0994951,53.4375,53.4375,53.4375,64.1929,81.2554,17.0625,106.22,0
5739,0,1.0855,139.989,30.2565,0.0736145,81.3663,81.3663,81.3663,67.6276,81.2555,13.6279,106.22,0
5740,0,2.4165,148.954,30.2565,0.0402312,46.7086,46.7086,46.7086,63.4438,81.221,17.7772,106.22,0
5741,0,2.86448,141.694,30.2565,0.133073,56.5831,56.5831,56.5831,62.0717,81.1963,19.1247,106.22,0
5742,0,3.87372,107.757,30.2565,0.131751,58.3037,58.3037,58.3037,61.3181,81.1734,19.8554,106.22,0
5743,0,3.09172,118.874,30.2565,0.0735398,67.121,67.121,67.121,62.4786,81.1594,18.6808,106.22,0
5744,0,2.76899,124.376,30.2565,0.109963,43.1267,43.1267,43.1267,58.6083,81.1214,22.5131,106.22,0
5745,0,3.69542,41.1285,30.2565,0.138554,42.605,42.605,42.605,55.4076,81.0828,25.6752,106.22,0
5746,0,3.91183,102.348,30.2565,0.123192,57.5203,57.5203,57.5203,55.8301,81.0593,25.2291,106.22,0
5747,0,3.36723,126.082,30.2565,0.339208,69.6397,69.6397,69.6397,58.5921,81.0479,22.4558,106.22,0
5748,0,2.10649,154.766,30.2565,0.202628,77.2774,77.2774,77.2774,62.3291,81.0441,18.715,106.22,0
5749,0,3.58946,41.9033,30.2565,0.0854944,47.1458,47.1458,47.1458,59.2924,81.0102,21.7177,106.22,0
5750,0,2.81747,77.1075,30.2565,0.132078,60.4768,60.4768,60.4768,59.5293,80.9897,21.4603,106.22,0
5751,0,3.35416,119.444,30.2565,0.140405,47.6649,47.6649,47.6649,57.1564,80.9563,23.7999,106.22,0
5752,0,2.97669,96.349,30.2565,0.331749,82.7387,82.7387,82.7387,62.2729,80.9581,18.6852,106.22,0
5753,0,3.00681,149.079,30.2565,0.144375,59.1253,59.1253,59.1253,61.6434,80.9363,19.2929,106.22,0
5754,0,3.54542,151.768,30.2565,0.103304,53.3236,53.3236,53.3236,59.9794,80.9087,20.9293,106.22,0
5755,0,4.07085,121.002,30.2565,0.222625,86.8778,86.8778,86.8778,65.3591,80.9146,15.5555,106.22,0
5756,0,2.07354,152.219,30.2565,0.22316,70.2838,70.2838,70.2838,66.344,80.904,14.56,106.22,0
5757,0,2.84972,136.816,30.2565,0.181534,52.9423,52.9423,52.9423,63.6637,80.8761,17.2123,106.22,0
5758,0,3.30131,111.393,30.2565,0.135504,52.2598,52.2598,52.2598,61.3829,80.8474,19.4645,106.22,0
5759,0,3.33709,108.574,30.2565,0.121946,47.8397,47.8397,47.8397,58.6743,80.8144,22.1401,106.22,0
5760,0,3.01468,123.854,30.2565,0.108113,87.505,87.505,87.505,64.4404,80.8211,16.3807,106.22,0
5761,0,4.03389,67.2244,30.2565,0.116629,26.0889,26.0889,26.0889,56.7701,80.7664,23.9963,106.22,0
5762,0,3.3105,142.94,30.2565,0.142516,83.9649,83.9649,83.9649,62.2091,80.7696,18.5605,106.22,0
5763,0,4.03723,70.8825,30.2565,0.1046,31.9976,31.9976,31.9976,56.1668,80.7208,24.554,106.22,0
5764,0,3.08914,131.491,30.2565,0.117933,81.9213,81.9213,81.9213,61.3177,80.722,19.4043,106.22,0
5765,0,3.55333,147.789,30.2565,0.126218,49.9084,49.9084,49.9084,59.0358,80.6912,21.6554,106.22,0
5766,0,3.46133,133.299,30.2565,0.161439,66.5011,66.5011,66.5011,60.5289,80.677,20.1481,106.22,0
5767,0,3.48495,104.349,30.2565,0.23125,84.6505,84.6505,84.6505,65.3532,80.681,15.3278,106.22,0
5768,0,4.07765,106.074,30.2565,0.125582,90.1931,90.1931,90.1931,70.3212,80.6905,10.3693,106.22,0
5769,0,3.37588,154.719,30.2565,0.233212,56.1815,56.1815,56.1815,67.4932,80.666,13.1727,106.22,0
5770,0,3.30093,118.214,30.2565,0.206359,71.7757,71.7757,71.7757,68.3497,80.6571,12.3074,106.22,0
5771,0,2.46117,153.676,30.2565,0.0921371,110.258,110.258,100,74.6798,80.6764,5.99664,106.22,0
5772,0,3.37225,127.717,30.2565,0.0991036,27.3144,27.3144,27.3144,65.2067,80.6231,15.4164,106.22,0
5773,0,2.78665,81.3616,30.2565,0.107327,52.7593,52.7593,52.7593,62.7172,80.5952,17.878,106.22,0
5774,0,4.05136,136.284,30.2565,0.118627,86.2331,86.2331,86.2331,67.4204,80.6008,13.1804,106.22,0
5775,0,1.96143,125.265,30.2565,0.0816846,48.3048,48.3048,48.3048,63.5973,80.5686,16.9713,106.22,0
5776,0,3.11517,120.174,30.2565,0.0995426,52.1299,52.1299,52.1299,61.3038,80.5401,19.2363,106.22,0
5777,0,4.03772,141.787,30.2565,0.364212,72.6514,72.6514,72.6514,63.5733,80.5322,16.9589,106.22,0
5778,0,4.48614,194.179,30.2565,0.397494,89.6093,89.6093,89.6093,68.7805,80.5413,11.7608,106.22,0
5779,0,3.72326,172.153,30.2565,0.354455,63.0376,63.0376,63.0376,67.6319,80.5238,12.8919,106.22,0
5780,0,1.63759,125.444,30.2565,0.235805,49.9649,49.9649,49.9649,64.0985,80.4932,16.3947,106.22,0
5781,0,1.7243,153.527,30.2565,0.15597,100.427,100.427,100,71.2788,80.5127,9.23393,106.22,0
5782,0,3.28135,70.5358,30.2565,0.163069,68.538,68.538,68.538,70.7306,80.5008,9.77012,106.22,0
5783,0,3.344,105.373,30.2565,0.215537,80.6456,80.6456,80.6456,72.7136,80.5009,7.78727,106.22,0
5784,0,2.33675,168.406,30.2565,0.275499,71.1662,71.1662,71.1662,72.4042,80.4916,8.08743,106.22,0
5785,0,4.09725,153.083,30.2565,0.217573,60.5594,60.5594,60.5594,70.0352,80.4717,10.4364,106.22,0
5786,0,3.40121,142.99,30.2565,0.379903,112.969,112.969,100,76.0282,80.4912,4.46301,106.22,0
5787,0,4.03755,84.8897,30.2565,0.100235,86.5067,86.5067,86.5067,78.1239,80.4972,2.37332,106.22,0
5788,0,3.54996,151.608,30.2565,0.183589,87.207,87.207,87.207,79.9405,80.5039,0.563415,106.22,0
5789,0,3.74558,75.2866,30.2565,0.106061,92.6161,92.6161,92.6161,82.4756,80.516,1.95959,106.22,0
5790,0,3.5402,125.739,30.2565,0.0754413,105.285,105.285,100,85.9805,80.5355,5.44498,106.22,0
5791,0,3.2117,129.376,30.2565,0.0983175,79.5856,79.5856,79.5856,84.7015,80.5346,4.16696,106.22,0
5792,0,3.43688,128.852,30.2565,0.0843452,104.945,104.945,100,87.7612,80.554,7.20719,106.22,0
5793,0,2.10907,148.159,30.2565,0.115062,122.509,122.509,100,90.209,80.5735,9.63551,106.22,0
5794,0,3.17061,111.893,30.2565,0.161943,25.1132,25.1132,25.1132,77.1898,80.518,3.3282,106.22,0
5795,0,3.49209,152.134,30.2565,0.270835,80.6925,80.6925,80.6925,77.8903,80.5182,2.62784,106.22,0
5796,0,4.07031,92.6688,30.2565,0.129615,46.1553,46.1553,46.1553,71.5433,80.4838,8.94048,106.22,0
5797,0,1.90472,96.4013,30.2565,0.16053,68.4067,68.4067,68.4067,70.916,80.4717,9.55573,106.22,0
5798,0,4.05607,124.985,30.2565,0.125014,41.6412,41.6412,41.6412,65.061,80.4329,15.3719,106.22,0
5799,0,4.08292,141.611,30.2565,0.124899,100.887,100.887,100,72.0488,80.4525,8.40364,106.22,0
5800,0,3.69729,116.373,30.2565,0.0841317,81.2539,81.2539,81.2539,73.8898,80.4533,6.56343,106.22,0
5801,0,3.04333,128.461,30.2565,0.206922,96.4879,96.4879,96.4879,78.4094,80.4693,2.05986,106.22,0
5802,0,1.54339,134.113,30.2565,0.190545,100.088,100.088,100,82.7276,80.4888,2.23872,106.22,0
5803,0,2.81394,124.46,30.2565,0.153697,42.169,42.169,42.169,74.6159,80.4505,5.83467,106.22,0
5804,0,3.54899,143.306,30.2565,0.0988239,78.9108,78.9108,78.9108,75.4748,80.449,4.97414,106.22,0
5805,0,2.48423,44.9433,30.2565,0.205206,62.5486,62.5486,62.5486,72.8896,80.4311,7.54148,106.22,0
5806,0,3.26365,103.972,30.2565,0.0862457,63.6034,63.6034,63.6034,71.0324,80.4143,9.3819,106.22,0
5807,0,3.3428,121.936,30.2565,0.108989,75.704,75.704,75.704,71.9667,80.4095,8.44285,106.22,0
5808,0,3.33804,126.359,30.2565,0.135437,100.348,100.348,100,77.5734,80.4291,2.85578,106.22,0
5809,0,3.64624,127.353,30.2565,0.0807022,113.018,113.018,100,82.0587,80.4487,1.60998,106.22,0
5810,0,4.06116,125.198,30.2565,0.134126,33.7745,33.7745,33.7745,72.4018,80.402,8.00019,106.22,0
5811,0,4.0541,126.453,30.2565,0.173229,77.4049,77.4049,77.4049,73.4024,80.399,6.99658,106.22,0
5812,0,3.30153,117.349,30.2565,0.149017,41.2208,41.2208,41.2208,66.9661,80.3599,13.3937,106.22,0
5813,0,2.94968,91.7267,30.2565,0.263337,55.5239,55.5239,55.5239,64.6777,80.335,15.6573,106.22,0
5814,0,3.66268,135.425,30.2565,0.147062,86.9296,86.9296,86.9296,69.1281,80.3416,11.2136,106.22,0
5815,0,3.31851,153.99,30.2565,0.0808792,48.4133,48.4133,48.4133,64.9851,80.3097,15.3246,106.22,0
5816,0,3.98499,130.52,30.2565,0.10547,49.6627,49.6627,49.6627,61.9206,80.279,18.3584,106.22,0
5817,0,2.99308,120.638,30.2565,0.114915,49.4198,49.4198,49.4198,59.4205,80.2482,20.8277,106.22,0
5818,0,2.65455,108.718,30.2565,0.0724098,42.7956,42.7956,42.7956,56.0955,80.2107,24.1152,106.22,0
5819,0,4.05215,123.708,30.2565,0.112085,76.2232,76.2232,76.2232,60.121,80.2067,20.0857,106.22,0
5820,0,3.68434,50.2271,30.2565,0.105673,42.6072,42.6072,42.6072,56.6183,80.1691,23.5509,106.22,0
5821,0,4.07445,135.152,30.2565,0.108033,70.6864,70.6864,70.6864,59.4319,80.1597,20.7278,106.22,0
5822,0,2.70597,163.835,30.2565,0.139933,111.731,111.731,100,67.5455,80.1795,12.634,106.22,0
5823,0,3.32774,104.993,30.2565,0.103838,63.2556,63.2556,63.2556,66.6875,80.1626,13.475,106.22,0
5824,0,1.61488,155.132,30.2565,0.0959764,104.245,104.245,100,73.35,80.1824,6.83237,106.22,0
5825,0,2.11503,84.4562,30.2565,0.0443066,32.6992,32.6992,32.6992,65.2199,80.1349,14.9151,106.22,0
5826,0,3.08642,124.614,30.2565,0.0723728,68.8072,68.8072,68.8072,65.9373,80.1236,14.1863,106.22,0
5827,0,3.35869,102.833,30.2565,0.268212,64.8734,64.8734,64.8734,65.7246,80.1083,14.3838,106.22,0
5828,0,3.53556,129.461,30.2565,0.222938,58.642,58.642,58.642,64.308,80.0869,15.7788,106.22,0
5829,0,4.03349,151.978,30.2565,0.168552,65.8786,65.8786,65.8786,64.6222,80.0727,15.4505,106.22,0
5830,0,3.1209,154.419,30.2565,0.278011,55.4439,55.4439,55.4439,62.7865,80.048,17.2615,106.22,0
5831,0,3.53492,137.849,30.2565,0.178058,98.3803,98.3803,98.3803,69.9053,80.0664,10.1611,106.22,0
5832,0,3.29315,124.093,30.2565,0.114934,80.2708,80.2708,80.2708,71.9784,80.0666,8.08819,106.22,0
5833,0,4.04295,150.199,30.2565,0.105834,72.9219,72.9219,72.9219,72.1671,80.0594,7.89234,106.22,0
5834,0,3.2993,84.9018,30.2565,0.158131,51.1808,51.1808,51.1808,67.9698,80.0306,12.0607,106.22,0
5835,0,3.10358,144.333,30.2565,0.107197,76.3306,76.3306,76.3306,69.642,80.0269,10.3849,106.22,0
5836,0,4.01653,150.348,30.2565,0.108428,56.6206,56.6206,56.6206,67.0377,80.0035,12.9658,106.22,0
5837,0,4.01653,150.348,30.2565,0.108428,103.385,103.385,100,73.6302,80.0234,6.39329,106.22,0
5838,0,1.46738,22.4334,30.2565,0.0741796,54.7536,54.7536,54.7536,69.8548,79.9982,10.1433,106.22,0
5839,0,3.7752,22.4334,30.2565,0.0935963,35.2706,35.2706,35.2706,62.938,79.9535,17.0155,106.22,0
5840,0,3.87676,90.6252,30.2565,0.0922661,61.2021,61.2021,61.2021,62.5908,79.9347,17.3439,106.22,0
5841,0,4.08513,156.577,30.2565,0.118475,106.896,106.896,100,70.0726,79.9548,9.88212,106.22,0
5842,0,2.58291,56.0996,30.2565,0.148477,58.2847,58.2847,58.2847,67.7151,79.9331,12.218,106.22,0
5843,0,3.58131,135.683,30.2565,0.134965,64.6961,64.6961,64.6961,67.1113,79.9179,12.8066,106.22,0
5844,0,3.46799,155.191,30.2565,0.118709,67.7322,67.7322,67.7322,67.2355,79.9057,12.6702,106.22,0
5845,0,2.49381,159.186,30.2565,0.238977,69.5787,69.5787,69.5787,67.7041,79.8953,12.1912,106.22,0
5846,0,4.10842,132.606,30.2565,0.18025,99.5377,99.5377,99.5377,74.0708,79.915,5.84416,106.22,0
5847,0,4.09904,112.644,30.2565,0.249015,75.81,75.81,75.81,74.4187,79.9109,5.49223,106.22,0
5848,0,4.05113,78.6511,30.2565,0.267426,90.9939,90.9939,90.9939,77.7337,79.922,2.18826,106.22,0
5849,0,3.95674,128.552,30.2565,0.138638,57.2882,57.2882,57.2882,73.6446,79.8993,6.25472,106.22,0
5850,0,3.59562,163.422,30.2565,0.125107,93.8829,93.8829,93.8829,77.6923,79.9133,2.22106,106.22,0
5851,0,3.3022,129.068,30.2565,0.244402,119.805,119.805,100,82.1538,79.9334,2.2204,106.22,0
5852,0,3.52634,121.807,30.2565,0.140338,43.8765,43.8765,43.8765,74.4983,79.8973,5.399,106.22,0
5853,0,3.3359,120.439,30.2565,0.141002,61.1146,61.1146,61.1146,71.8216,79.8786,8.05696,106.22,0
5854,0,2.90708,130.804,30.2565,0.163749,96.8054,96.8054,96.8054,76.8184,79.8955,3.07714,106.22,0
5855,0,2.70376,116.408,30.2565,0.173303,107.056,107.056,100,81.4547,79.9156,1.53909,106.22,0
5856,0,3.74234,152.091,30.2565,0.116206,53.8586,53.8586,53.8586,75.9355,79.8895,3.95406,106.22,0
5857,0,2.73412,139.277,30.2565,0.0823777,65.0493,65.0493,65.0493,73.7582,79.8747,6.11645,106.22,0
5858,0,2.99915,102.37,30.2565,0.252157,78.6366,78.6366,78.6366,74.7339,79.8735,5.13953,106.22,0
5859,0,3.46552,132.751,30.2565,0.188607,51.7478,51.7478,51.7478,70.1367,79.8453,9.70862,106.22,0
5860,0,4.05665,64.8588,30.2565,0.139221,47.6246,47.6246,47.6246,65.6343,79.8131,14.1788,106.22,0
5861,0,2.00629,102.364,30.2565,0.217316,73.2168,73.2168,73.2168,67.1508,79.8065,12.6557,106.22,0
5862,0,4.07355,153.879,30.2565,0.151242,64.3829,64.3829,64.3829,66.5972,79.7911,13.1939,106.22,0
5863,0,3.50305,156.455,30.2565,0.202517,102.953,102.953,100,73.2778,79.8113,6.53353,106.22,0
5864,0,4.0349,99.4535,30.2565,0.0957952,86.1115,86.1115,86.1115,75.8445,79.8176,3.97309,106.22,0
5865,0,2.38544,132.705,30.2565,0.116413,109.169,109.169,100,80.6756,79.8378,0.837823,106.22,0
5866,0,3.68175,129.971,30.2565,0.10611,115.119,115.119,100,84.5405,79.8579,4.68254,106.22,0
5867,0,4.07049,69.0534,30.2565,0.122912,65.5135,65.5135,65.5135,80.7351,79.8436,0.891481,106.22,0
5868,0,4.05626,38.2128,30.2565,0.0930533,42.1109,42.1109,42.1109,73.0103,79.8059,6.79562,106.22,0
5869,0,3.53547,62.2478,30.2565,0.0848456,42.6762,42.6762,42.6762,66.9435,79.7687,12.8253,106.22,0
5870,0,3.32813,104.081,30.2565,0.156043,64.3085,64.3085,64.3085,66.4165,79.7533,13.3368,106.22,0
5871,0,3.70636,129.285,30.2565,0.126013,57.6801,57.6801,57.6801,64.6692,79.7312,15.062,106.22,0
5872,0,3.51932,134.46,30.2565,0.325581,68.4961,68.4961,68.4961,65.4346,79.72,14.2854,106.22,0
5873,0,4.04895,75.9258,30.2565,0.243686,52.5452,52.5452,52.5452,62.8567,79.6928,16.8361,106.22,0
5874,0,2.87796,159.546,30.2565,0.218384,87.5851,87.5851,87.5851,67.8024,79.7007,11.8983,106.22,0
5875,0,2.73714,122.85,30.2565,0.199668,55.3445,55.3445,55.3445,65.3108,79.6763,14.3655,106.22,0
5876,0,4.0764,157.1,30.2565,0.232856,63.7875,63.7875,63.7875,65.0061,79.6604,14.6543,106.22,0
5877,0,1.86492,36.7821,30.2565,0.144484,30.5454,30.5454,30.5454,58.114,79.6113,21.4974,106.22,0
5878,0,4.03299,36.7821,30.2565,0.168407,30.5517,30.5517,30.5517,52.6015,79.5623,26.9607,106.22,0
5879,0,4.03299,155.045,30.2565,0.168407,87.1213,87.1213,87.1213,59.5055,79.5698,20.0643,106.22,0
5880,0,4.03299,155.045,30.2565,0.168407,121.152,121.152,100,67.6044,79.5903,11.9859,106.22,0
5881,0,1.74601,84.8998,30.2565,0.18608,101.151,101.151,100,74.0835,79.6107,5.52716,106.22,0
5882,0,3.35343,119.233,30.2565,0.188945,40.5231,40.5231,40.5231,67.3714,79.5716,12.2001,106.22,0
5883,0,3.58202,148.054,30.2565,0.138104,89.3944,89.3944,89.3944,71.776,79.5814,7.80537,106.22,0
5884,0,2.71361,71.7522,30.2565,0.0980479,41.1859,41.1859,41.1859,65.658,79.543,13.885,106.22,0
5885,0,3.66555,119.506,30.2565,0.0794013,66.0736,66.0736,66.0736,65.7411,79.5295,13.7884,106.22,0
5886,0,2.80979,107.806,30.2565,0.0846978,33.3562,33.3562,33.3562,59.2641,79.4834,20.2192,106.22,0
5887,0,2.79764,136.962,30.2565,0.0735865,85.9185,85.9185,85.9185,64.595,79.4898,14.8948,106.22,0
5888,0,3.78363,135.28,30.2565,0.104464,93.7111,93.7111,93.7111,70.4182,79.504,9.0858,106.22,0
5889,0,3.31081,124.463,30.2565,0.224534,113.638,113.638,100,76.3346,79.5245,3.18994,106.22,0
5890,0,1.51611,146.5,30.2565,0.116027,49.2701,49.2701,49.2701,70.9217,79.4943,8.57258,106.22,0
5891,0,4.06547,108.834,30.2565,0.133065,48.8634,48.8634,48.8634,66.51,79.4636,12.9536,106.22,0
5892,0,3.50218,137.215,30.2565,0.456366,105.722,105.722,100,73.208,79.4842,6.27614,106.22,0
5893,0,4.05851,151.523,30.2565,0.326864,62.9351,62.9351,62.9351,71.1534,79.4676,8.31417,106.22,0
5894,0,2.50477,159.186,30.2565,0.110992,69.1908,69.1908,69.1908,70.7609,79.4573,8.69642,106.22,0
5895,0,4.0328,69.3703,30.2565,0.126256,46.1609,46.1609,46.1609,65.8409,79.424,13.5831,106.22,0
5896,0,3.34654,125.002,30.2565,0.111685,64.7003,64.7003,64.7003,65.6128,79.4093,13.7965,106.22,0
5897,0,2.82219,136.436,30.2565,0.296323,67.8713,67.8713,67.8713,66.0645,79.3978,13.3333,106.22,0
5898,0,3.76501,138.065,30.2565,0.0933069,92.361,92.361,92.361,71.3238,79.4107,8.08695,106.22,0
5899,0,2.27711,122.549,30.2565,0.179648,80.3799,80.3799,80.3799,73.135,79.4117,6.2767,106.22,0
5900,0,3.9082,150.347,30.2565,0.147828,52.0678,52.0678,52.0678,68.9216,79.3844,10.4628,106.22,0
5901,0,2.70747,72.674,30.2565,0.122778,49.4381,49.4381,49.4381,65.0249,79.3544,14.3295,106.22,0
5902,0,3.02928,133.533,30.2565,0.073914,80.3962,80.3962,80.3962,68.0992,79.3555,11.2563,106.22,0
5903,0,3.85494,121.025,30.2565,0.111506,49.3584,49.3584,49.3584,64.351,79.3255,14.9745,106.22,0
5904,0,3.31651,125.292,30.2565,0.212019,80.0141,80.0141,80.0141,67.4836,79.3262,11.8425,106.22,0
5905,0,3.53111,26.6197,30.2565,0.105273,48.6253,48.6253,48.6253,63.712,79.2955,15.5835,106.22,0
5906,0,2.81458,158.469,30.2565,0.145584,74.4979,74.4979,74.4979,65.8692,79.2907,13.4215,106.22,0
5907,0,4.05109,155.076,30.2565,0.11709,93.1525,93.1525,93.1525,71.3258,79.3045,7.97869,106.22,0
5908,0,4.04609,152.664,30.2565,0.206809,119.694,119.694,100,77.0607,79.3252,2.26455,106.22,0
5909,0,3.68485,51.204,30.2565,0.130836,77.0562,77.0562,77.0562,77.0598,79.3229,2.26317,106.22,0
5910,0,2.75869,74.5699,30.2565,0.131534,79.8835,79.8835,79.8835,77.6245,79.3235,1.69898,106.22,0
5911,0,3.01817,27.4847,30.2565,0.114878,47.0831,47.0831,47.0831,71.5162,79.2913,7.77503,106.22,0
5912,0,3.41113,136.136,30.2565,0.0798965,60.7544,60.7544,60.7544,69.3639,79.2727,9.90886,106.22,0
5913,0,4.06055,156.129,30.2565,0.152092,97.5854,97.5854,97.5854,75.0082,79.291,4.28286,106.22,0
5914,0,2.1747,153.243,30.2565,0.224646,59.0278,59.0278,59.0278,71.8121,79.2708,7.45867,106.22,0
5915,0,3.55369,114.808,30.2565,0.131922,69.2785,69.2785,69.2785,71.3054,79.2608,7.9554,106.22,0
5916,0,3.27476,151.406,30.2565,0.114079,61.7231,61.7231,61.7231,69.3889,79.2433,9.85432,106.22,0
5917,0,4.03688,127.015,30.2565,0.0959054,56.2264,56.2264,56.2264,66.7564,79.2202,12.4638,106.22,0
5918,0,2.90954,124.907,30.2565,0.0904929,89.1736,89.1736,89.1736,71.2398,79.2302,7.99034,106.22,0
5919,0,4.05559,154.179,30.2565,0.10726,71.7318,71.7318,71.7318,71.3382,79.2227,7.88446,106.22,0
5920,0,3.29025,124.865,30.2565,0.206753,91.528,91.528,91.528,75.3762,79.235,3.85882,106.22,0
5921,0,1.28472,144.9,30.2565,0.17577,75.7292,75.7292,75.7292,75.4468,79.2315,3.7847,106.22,0
5922,0,3.58258,158.224,30.2565,0.137771,56.2875,56.2875,56.2875,71.6149,79.2085,7.59362,106.22,0
5923,0,1.27196,147.499,30.2565,0.203808,59.8375,59.8375,59.8375,69.2594,79.1892,9.92973,106.22,0
5924,0,3.88632,155.365,30.2565,0.187297,70.2405,70.2405,70.2405,69.4557,79.1802,9.72457,106.22,0
5925,0,3.64764,125.741,30.2565,0.17664,95.6278,95.6278,95.6278,74.6901,79.1967,4.50659,106.22,0
5926,0,4.04578,149.233,30.2565,0.104238,44.3916,44.3916,44.3916,68.6304,79.1619,10.5315,106.22,0
5927,0,2.16681,155.58,30.2565,0.0653424,81.069,81.069,81.069,71.1181,79.1638,8.04567,106.22,0
5928,0,3.6291,53.5904,30.2565,0.142853,43.6247,43.6247,43.6247,65.6194,79.1282,13.5088,106.22,0
5929,0,3.56028,150.634,30.2565,0.133825,79.3329,79.3329,79.3329,68.3621,79.1284,10.7663,106.22,0
5930,0,3.46258,147.002,30.2565,0.109961,47.6492,47.6492,47.6492,64.2195,79.097,14.8774,106.22,0
5931,0,2.92435,151.314,30.2565,0.103349,58.632,58.632,58.632,63.102,79.0765,15.9745,106.22,0
5932,0,2.92435,86.2513,30.2565,0.103349,47.7504,47.7504,47.7504,60.0317,79.0452,19.0135,106.22,0
5933,0,2.92435,86.2513,30.2565,0.103349,65.1715,65.1715,65.1715,61.0597,79.0313,17.9716,106.22,0
5934,0,3.39918,123.136,30.2565,0.111328,87.3038,87.3038,87.3038,66.3085,79.0396,12.7311,106.22,0
5935,0,2.53794,86.5558,30.2565,0.151195,55.6957,55.6957,55.6957,64.1859,79.0162,14.8303,106.22,0
5936,0,3.29912,122.942,30.2565,0.179715,62.1369,62.1369,62.1369,63.7761,78.9993,15.2232,106.22,0
5937,0,3.64029,94.0666,30.2565,0.117234,61.0935,61.0935,61.0935,63.2396,78.9814,15.7418,106.22,0
5938,0,3.64029,131.017,30.2565,0.117234,64.2623,64.2623,64.2623,63.4441,78.9667,15.5226,106.22,0
5939,0,3.32781,123.677,30.2565,0.129226,85.3993,85.3993,85.3993,67.8352,78.9732,11.138,106.22,0
5940,0,3.57891,121.467,30.2565,0.0835956,55.0187,55.0187,55.0187,65.2719,78.9492,13.6773,106.22,0
5941,0,2.01506,36.4867,30.2565,0.0281411,33.5551,33.5551,33.5551,58.9285,78.9038,19.9753,106.22,0
5942,0,4.05926,154.815,30.2565,0.0927852,88.8992,88.8992,88.8992,64.9227,78.9138,13.9911,106.22,0
5943,0,1.49025,63.7879,30.2565,0.150529,79.6953,79.6953,79.6953,67.8772,78.9146,11.0374,106.22,0
5944,0,2.61808,163.387,30.2565,0.0646456,55.4405,55.4405,55.4405,65.3898,78.8911,13.5013,106.22,0
